URL,Business_ID,Name,Phone,Address,Website,Business_Rating_Value,Business_Reviews_Count,ReviewID,Reviwer,ReviwerProfile,ReviewDetails,Date,Rating
https://www.google.com/maps?cid=15624860582528903797,1.56249E+19,Monterey's Fish House,+1 831-373-4647,"2114 Del Monte Ave, Monterey, CA 93940 ã¢ã¡ãªã«åè¡å½",http://montereyfishhouse.com/,4.4,1653,ChdDSUhNMG9nS0VJQ0FnSUNLeE51bTlBRRAB,Alex Rodgers,https://www.google.com/maps/contrib/114033844918116864072,"I had such a bad experience here. And to make matter worse, the restaurant did nothing to make it right.

First, a little about me: I used to work in the food service industry. This means it takes a lot for me to get upset at a restaurant. Like, a lot. I've been in the shoes of these workers, I know how crazy it gets when there's a lot of orders. It pretty much takes someone spitting in my food in front of me for a reaction.

But what happened to me last night was unacceptable.

We got there around 6:45 to find a super-packed restaurant with a long wait to dine there. So, we opted to order take-out instead. Placed our order, was told to come back in about 30 minutes to pick up our food. No problem, totally reasonable.

We went to the store to buy some booze to go with our meal. Then, we came back to the restaurant around 7:30 to pick up our food. They told me it would be a few more minutes. No problem.

So then, I waited. And then waited some more. Then, I waited a little more. I checked on my order, was told they needed longer. At this point, I'm seeing people arrive, put their names in, and get seated and served appetizers. Something isn't right.

Being the slightly traumatized food industry veteran I am, I remained calm and waited longer because I have empathy for the workers. Saw more people get sat. Saw more people served foods and more to-go orders fly out. Asked again about my order, was told again it needed more time.

Keep in mind, this was an order for two people: Ciopinno, BBQ Salmon, and creme brule. That's it. A feast for two but hardly a massive order.

Finally, at about 8:20, the girl working at the front told me ""there was a problem with my order and they needed time to fix it."" No way, I can't believe it! It came out around 8:30. It took an hour and a half to get my food. Nearly two hours if you count when we arrived there and ordered around 6:45

I tried to be nice, but feel pretty upset about my experience here. It wasn't a cheap dinner and they didn't even try to make it right. No free dessert. No comp. Nothing. Just had me standing in that parking lot like an idiot for over an hour.

Screw you, too.",3/31/2021,1
https://www.google.com/maps?cid=15624860582528903797,1.56249E+19,Monterey's Fish House,+1 831-373-4647,"2114 Del Monte Ave, Monterey, CA 93940 ã¢ã¡ãªã«åè¡å½",http://montereyfishhouse.com/,4.4,1653,ChZDSUhNMG9nS0VJQ0FnSUNLbU95dVZBEAE,Mark Harris,https://www.google.com/maps/contrib/103671186593033652046,"This was a horrible dining experience,  We ordered clam chowders, garlic bread and fried oysters.  The garlic bread was overly cheesy, the oysters were burned beyond recognition and our clam chowder looked like they “kid’s portions instead of the “bowls” we ordered.  Maybe we were penalized for ordering our food to go rather than eating it in their over crowded on-site “tent.”. This place is a hard pass for us from now on!",3/31/2021,1
https://www.google.com/maps?cid=2783245896489226074,2.78325E+18,Farmer Boys,(760) 863-5050,"81959 US Highway 111, Indio, CA 92201",http://www.farmerboys.com/indio-highway-111/,4.4,1343,ChdDSUhNMG9nS0VJQ0FnSUN5MG9yTjRRRRAB,BlowinCaliKush,https://www.google.com/maps/contrib/114812653153382461958,"One of the worst experiences I have ever had at Farmer Boys. I was patiently waiting in line along with three other customers when we had been cut off by someone from the side entrance of the restaurant. Everyone had honked their horns and waived at the guy making it obvious that there was another line. The guy ignorantly waived back and flipped us off and continued to pursue staying in the line. Once I had finally reached the intercom to order I had notified the general manager Brianna that she should not serve the car in front of us because he had shortcut all the cars behind him and was ignorantly waving back and flipping us off. Briana had then stated okay as if she was assuring that she was going to State something to the car ahead of us. When it came to that customer pulling up to pay we had noticed. The manager hadn't even told him anything. He had simply been told his total and he paid for whatever he had ordered. Once I had pulled up I had stated,"" Are you kidding me right now did you guys really just serve him after I had just stated to you guys that he had shortcut everyone and had ignorantly flipped us off and continued to pursue the line?  the cashier had then stated that she was not on the microphone so she wasn't the one that I had talked to. So she had turned around and grabbed the person who was on the intercom so they could speak to me. The person who is on the intercom was Brianna the general manager. She had stated to me I had to basically just get over it and be the bigger man and that she could not refuse the service because she needed to get the sell off since he had already placed an order. I was so shocked because she was the general manager and she had stated this to me. I have never in my life ran into a general manager who has told me that I had to get over it instead of fixing or resolving the issue. In my eyes I believe Brianna should not even be in the position she is in. This restaurant chain is one of the greatest but when you have someone like this running the store it makes it look really bad and unorganized. Coming from someone such as my self who is CALIFORNIA SERVSAFE CERTIFIED It also labels it as something that people would look at as GHETTO which I believe the Farmer Boys name does not stand for.",3/31/2021,1
https://www.google.com/maps?cid=11397959835879178989,1.1398E+19,Cattlemens Restaurant,+1 916-782-5587,"2000 Taylor Rd, Roseville, CA 95678, United States",http://cattlemens.com/,4.4,2065,ChdDSUhNMG9nS0VJQ0FnSUNLNUxqT2h3RRAB,Mikaela Jorden,https://www.google.com/maps/contrib/114740475865949389609,"When we arrived we were greeted very quickly by our server so we were excited and thought it was going to be a great experience, but sadly we were really disappointed. First of all the server was very rushed and seemed pretty annoyed with us for asking questions. My boyfriend ordered a burger and a full rack of ribs and I ordered the mushroom pasta. About 3 minutes after we put our order in the server came back and told us they were out of burgers and ribs for the night and asked us to pick something else. So my boyfriend ordered the steak and lobster tail instead, he asked for the steak to be medium rare. About 10 minutes later I received my pasta and the server brought my boyfriend a full rack of ribs, we were really confused because they had told us there were no ribs and asked us to order something else, at this point we decided to just let it go and eat the ribs and the steak and lobster. The ribs were super dry but alright, the pasta was cold and honestly not very appealing. Then came the lobster and steak, we took one look at the steak and could tell it was not cooked properly, I took a little bite of it and it was basically beef jerky, it was so dry. Then we tried the lobster, it was completely inedible, we both had to spit it out. We ended up eating probably 40% of the meal we paid for because it simply just wasn’t good. We spent over 100$ on this meal and we will never be back. I honestly would like a refund but our server was never by the table long enough for me to explain the situation or ask what could be done about it.",3/31/2021,1
https://www.google.com/maps?cid=11397959835879178989,1.1398E+19,Cattlemens Restaurant,+1 916-782-5587,"2000 Taylor Rd, Roseville, CA 95678, United States",http://cattlemens.com/,4.4,2065,ChZDSUhNMG9nS0VJQ0FnSUNLZ04tbUdnEAE,Charlie Boggs,https://www.google.com/maps/contrib/111561698412211101776,"Vary bad service,  ask for over medium steak  and it was just about  raw!!!!! It was the first time that me and my wife ate there and the last.......6 dollars for 2 sodas......WHAT....are side of beans for both of us was the size of a half a tea cup and that was to share",3/24/2021,1
https://www.google.com/maps?cid=12037784421893797741,1.20378E+19,Driftwood Kitchen,+1 949-715-7700,"619 Sleepy Hollow Ln, Laguna Beach, CA 92651 ã¢ã¡ãªã«åè¡å½",https://www.driftwoodkitchen.com/,4.5,806,ChZDSUhNMG9nS0VJQ0FnSUNLZ0xPRWJnEAE,Behnam Tajaddini,https://www.google.com/maps/contrib/116273127669840721461,"Bad service, cold coffee, we asked for water, after 10 mins they brought us bottle of water that it has mud as you see in the image, we asked to change coffee because it was cold, after he changed it, he just throw it on the table.
Asked for hot sauce several times.
Not recommend at all, you can find the better restaurant with the same view",3/24/2021,1
https://www.google.com/maps?cid=12037784421893797741,1.20378E+19,Driftwood Kitchen,+1 949-715-7700,"619 Sleepy Hollow Ln, Laguna Beach, CA 92651 ã¢ã¡ãªã«åè¡å½",https://www.driftwoodkitchen.com/,4.5,806,ChZDSUhNMG9nS0VJQ0FnSUNLNE5Pc1JREAE,Edmonds Antique Lover,https://www.google.com/maps/contrib/111392461518957744061,"Showed up today for breakfast and was getting ready to park when a full on kitchen brawl occurred in the alley directly behind the restaurant. It was the kitchen staff (all dressed in their white outfits), yelling, kicking and hitting each other with serious punches. Three or four were involved and others were watching. This was a serious fight and we ended up driving away, fearful to even consider entering a restaurant when the staff were fighting with all they had. Scary experience and not one I care to ever repeat. We should have called the police but just wanted OUT of there as quickly as possible before the violence escalated.",3/31/2021,1
https://www.google.com/maps?cid=12037784421893797741,1.20378E+19,Driftwood Kitchen,+1 949-715-7700,"619 Sleepy Hollow Ln, Laguna Beach, CA 92651 ã¢ã¡ãªã«åè¡å½",https://www.driftwoodkitchen.com/,4.5,806,ChZDSUhNMG9nS0VJQ0FnSUNLNU5xdVBBEAE,GABRIELLE BADRA,https://www.google.com/maps/contrib/112230151287489693805,I'm very disappointed while writing this review. It takes a lot for me to leave a bad review. I'm very understanding but from the second we got there the person in the front told us they can't find our reservation. That we never booked one. Then started asking if I talked to a woman or man I pulled my call history up showing I called for the reservation in the morning. I also showed the call when were going to be late and everything was fine over the phone. I specifically asked over the phone if they had crab legs as well and was told yes. Then was told that they might not be able to get us in. Took 30 minutes to get a seat outside with reservation. Anyhow we were able to look past this as long the food was good.  Turns out that the waiter was horrible. I hate to say this but he took over 15 minutes to come and ask for drinks.  Then another 10 minutes to actually bring waters. Then everything we tried to order was gone. No oysters so because they had no oysters they wouldn't serve crab legs although they have them. To me this was crazy. Then I asked for chicken tenders and fries for my almost 3 year old and they say they didn't have them yet the persons kid next to us was served chicken tenders and fries. We ended up ordering the kids pasta and he said he would have them put Mariana sauce and it came with only butter. Then said they don't have marinara. On top of all of this the bartender just shows up with a beer. (my husband is drinking a bloody Mary) and he tells him we didn't order that. Then he comes back with another bloodymary but we didn't order another one. Then when they bring the food a big extra side of fries comes and we didn't order that either. I asked the waiter to check the paper where he wrote our order down and he said he did and that on the order we never ordered a bloody Mary but we did order the fries. I was so confused by the entire situation.  It made zero sense and was super frustrating.  We almost didn't even eat. However the prime rib eye and the lobster carbonara was pretty good nothing special that we would go back for. There are so many better places in laguna !! this was recommended by a few people but unfortunately I have nothing but unsatisfactory things to say except that the toffee cake and vanilla ice cream are to die for !!! Very unfortunate we were expecting such a good experience here. Will not be returning.,3/31/2021,1
https://www.google.com/maps?cid=1638777791178326082,1.63878E+18,The Henry,(619) 762-1022,"1031 Orange Ave, Coronado, CA 92118",https://www.thehenryrestaurant.com/locations/the-henry-coronado/,4.6,389,ChZDSUhNMG9nS0VJQ0FnSUNLa3E3c2FBEAE,Jacqueline Soto,https://www.google.com/maps/contrib/105547090484993079880,"My boyfriend and I were traveling this week and thought we should give The Henry a try as it has great reviews. The hostess was helpful and the wait time was very short. However, the bartender was very rude. She approached us and asked us our order with a very uncaring look and displeased tone. I didn't think much of it until another couple sat next to us. The bartender was very attentive to this couple, she suggested meals/drinks, was very happy to help them and checked in on them a few times. She did not approach us throughout the visit other than to hand us the check. The bartender was also attentive (and friendly) to the other four couples at the bar so I'm unsure why we received such poor service other than we didn't LOOK like the other couples. Also, the food was underwhelming and somewhat bland.

The poor service and food is the reason I'm giving The Henry a one star review.",3/31/2021,1
https://www.google.com/maps?cid=7962544298094386865,7.96254E+18,Paul Martin's American Grill,+1 310-643-9300,"2361 Rosecrans Ave, El Segundo, CA 90245 ã¢ã¡ãªã«åè¡å½",https://paulmartinsamericangrill.com/locations/el-segundo-restaurant/,4.4,1046,ChdDSUhNMG9nS0VJQ0FnSUNLbUs3czFBRRAB,David Guzman,https://www.google.com/maps/contrib/105505663409555140797,"Well that was an abysmal FAIL. Where to start?
Ordered drinks with dinner. We saw them get made. Then we saw them wait there at the bar.  Many others got their drinks while we waited. Oh,  when I made the reservations I was asked if it was a special occasion and yes it was - it was our 25th anniversary. Did anyone at any time say anything about this - absolutely not.  Here’s a hint. When you try to make it look like you are in special place and you ask someone coming to your establishment to spend money and you ask if it is a special occasion then you may want to make it look like you care about customers and say something about the supposed special night. Not this place.
Then when someone orders a bottle of wine that sells for over $100 and you don’t have the bottle available you might want to mention it prior to food being served. We ordered drinks and ate our appetizers because it was past 8 PM and we were hungry. No drinks. We had food delivered and then told the wine we ordered was not available. Dinner was half eaten by the time the manager wasted his time coming to apologize.
I say wasted his time because:
We ordered coffee and desert. Coffee comes with no sweetener or spoon. The waitress brings the sweetener but no spoon.
Fail.    Fail.    Fail.     Never would I ever want to step foot into this establishment ever ever again.
That waitress was either very incompetent or she didn’t want to serve me and my husband. Who knows?
The manager comped the meal. That does not negate the extremely suboptimal service which is all I will ever remember.",3/31/2021,1
https://www.google.com/maps?cid=17071589569411199296,1.70716E+19,Crossroads Kitchen,+1 323-782-9245,"8284 Melrose Ave, Los Angeles, CA 90046, United States",http://www.crossroadskitchen.com/,4.6,1294,ChZDSUhNMG9nS0VJQ0FnSUNpM3JPSlNBEAE,Drivebug DB,https://www.google.com/maps/contrib/113728830742086898406,"As a Vegan, I didn't appreciate the long, human hair baked in my lasagna.
L-cysteine Is NOT Vegan guys! Tapas at best. Left starving after spending $170 for two people!",3/24/2021,1
https://www.google.com/maps?cid=787057419244775091,7.87057E+17,Bubba Gump Shrimp Co.,(415) 781-4867,"39 Piers Box M-211, San Francisco, CA 94133",http://www.bubbagump.com/locations/san-francisco/,4.1,4545,ChdDSUhNMG9nS0VJQ0FnSUNLbXJTampRRRAB,randy r,https://www.google.com/maps/contrib/105445451800278077724,Could not eat there because it was a hour and a half wait even though from the front entrance we saw a very quiet empty first floor.,4/2/2021,1
https://www.google.com/maps?cid=9857962552088819578,9.85796E+18,Orange Hill Restaurant & Events,+1 714-997-2910,"6410 E Chapman Ave, Orange, CA 92869, United States",https://www.theorangehillrestaurant.com/?y_source=1_MTQ4NDExODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.4,2095,ChZDSUhNMG9nS0VJQ0FnSUNLNnRidWVnEAE,Sebastian Ruano,https://www.google.com/maps/contrib/114425524917054280806,"You're better off going somewhere else. HORRIBLE CUSTOMER SERVICE.  Disrespectful team. You'll get better service at a declining jack in the box.

Explanation:
I had made a reservation a week in advance and shared with the hostess that we were going there for my girlfriend's birthday celebration. Once we arrived, the hostess that was there acknowledge that it was my girlfriend's birthday. I asked her if we could wait a little bit longer to be sat since we are waiting for 2 more people to join us.
Once our friends arrived they told us that a table was ready in the patio -which is what I had requested- but there was a huge detail that they left out. They brought us to a table without an umbrella... It was 88 degrees outside and there were no clouds on site! Since I immediately noticed that we were the only ones missing an umbrella (on the left side on the patio), I asked the person that walked us to our table if he could get us an umbrella. He said: ""I will ask your server to bring you one."" Walked away, and we sat on the table. Our server comes, and she puts plates in the middle and says her introduction. Which is fine. But when I ask if there is an umbrella that they could bring us, she said that they didn't have any. (no apologies, just a no.) She then said, with a rude attitude, that we could look at the menu from the paper that was on the table, and left.
We were all dehydrating in the blazing sun within seconds, so we decided to move to another table. As we were walking through a ramp to go back inside to talk to the host/hostess, there was a lady with short brown hair, that appeared to be the manager,  that demanded my group in a very rude way to clear the path.
My group and I were trying to stay polite and friendly since it was my girlfriend's birthday. My friend asked a worker if we could move to a table that he had spotted at the opposite corner from where we were placed. The worker joked that we couldn't then he laughed and said that he would clean it and he would have it ready for us soon.
From that moment on, everything was pretty normal. We sat inside for 1 minute; we were directed to our table; our server greeted us, and even though he was brand new there, it was a pleasure to see that he was at least trying. But overall, HORRIBLE PLACE TO GO.

Last comment, I noticed that they were placing any black person in the blazing sun. I am not black, but I have some empathy, and there were two black ladies that were placed in a table near us where the sun was directly hitting them. They did not seemed pleased at all the entire time. and ended up leaving.

The good: Salmon Benedict was delicious. The drinks were amazing.",4/2/2021,1
https://www.google.com/maps?cid=14748255293556726053,1.47483E+19,Home Restaurant,(323) 669-0211,"1760 Hillhurst Ave, Los Angeles, CA 90027",http://www.homerestaurantla.com/,4.5,1933,ChZDSUhNMG9nS0VJQ0FnSUNLa09tb0tnEAE,Alberto Garcia,https://www.google.com/maps/contrib/101932200656098567026,Wait was an hour and a half. My mother and I waited that hour and 45 and never got our text. The young man upfront had a look of judgment like we didn’t fit the ‘look.’ Great to know all are welcome :-) @ Home Restaurant,3/31/2021,1
https://www.google.com/maps?cid=14377959338181167840,1.4378E+19,Brigantine Seafood Restaurant,(619) 435-4166,"1333 Orange Ave, Coronado, CA 92118",http://www.brigantine.com/,4.4,1295,ChZDSUhNMG9nS0VJQ0FnSUNLa3NxT0ZnEAE,Matt Smith,https://www.google.com/maps/contrib/113970281204092276267,"Horrible business, horrible service. Made a reservation, waited and hour then seated in the cold outside. Went for taco Tuesday and found out that you have to sit out front or at the bar, and if we did want to have taco Tuesday we would have to get back in line and wait behind 45 minutes of other people waiting.",3/31/2021,1
https://www.google.com/maps?cid=18206482500299847308,1.82065E+19,Lemonade Restaurant,(714) 604-1072,"21016 CA-1 d120, Huntington Beach, CA 92648",http://www.lemonadela.com/?utm_source=GMB&utm_medium=local&utm_campaign=huntingtonbeach,4.4,250,ChZDSUhNMG9nS0VJQ0FnSUNLa0kyTE13EAE,Giancarlo Piccolo,https://www.google.com/maps/contrib/105531415627304400842,,3/31/2021,1
https://www.google.com/maps?cid=9814479485190851938,9.81448E+18,SeaVenture Restaurant,(805) 773-3463,"100 Ocean View Ave, Pismo Beach, CA 93449",https://www.seaventure.com/pismo-beach-dining/,4.5,270,ChZDSUhNMG9nS0VJQ0FnSUNLdE4yZ0l3EAE,Michael H,https://www.google.com/maps/contrib/115183579638487583073,"I don't think I have ever had a waiter actually read me a menu before, which he did.  He then he stated if the party of eight (as he pointed to a table) shows up that we would probably not see much of him.  What the heck?  The bus staff spilled water and his response was ""we can't be perfect everyday"", I think an apology may have been better suited.  It appears there is a severe lack of management of the employees as it seems the poor service is acceptable.  The food was mediocre at best, the only saving grace was they couldn't screw up the sunset!",3/31/2021,1
https://www.google.com/maps?cid=10986658881330920157,1.09867E+19,Outpost Cafe,+1 760-949-0808,"8685 US-395, Oak Hills, CA 92344, United States",http://www.outpostcafe.org/,4.5,1629,ChdDSUhNMG9nS0VJQ0FnSUNLdHNhTW53RRAB,Haulin America,https://www.google.com/maps/contrib/116040057983098935599,"Waited for a bit while looking at the menu patiently , the lady walked by so i wanted to get directed to the restroom before ordering , I was met a with a Hand to my face and a ""hold on"" as I stuttered in disbelief, not a Good easter for me. Maybe a rough day for her but really ruined mine.",4/5/2021,1
https://www.google.com/maps?cid=10194673742401803132,1.01947E+19,N10 Restaurant,(323) 591-0599,"8436 W 3rd St, Los Angeles, CA 90048",https://www.n10restaurant.com/home,4.6,321,ChZDSUhNMG9nS0VJQ0FnSUR5ajdiNEZ3EAE,Steven Barlevi,https://www.google.com/maps/contrib/111489384534300380598,"Not great.

We tasted 4 wines by the glass; and ordered none. All were terrible.

The food took forever to arrive ( even by Covid standards) and was nothing to brag about.

We left unimpressed",3/24/2021,1
https://www.google.com/maps?cid=6712631816386712313,6.71263E+18,Benihana,(760) 929-8311,"755 Raintree Dr #100, Carlsbad, CA 92011",http://www.benihana.com/locations/carlsbad-ca-ca,4.2,1161,ChdDSUhNMG9nS0VJQ0FnSUR5NjZLaGtnRRAB,Taneisha Chisolm,https://www.google.com/maps/contrib/104869760909780614754,"Today was my husbands 30th birthday . I called earlier today to ask is it dine in and they say yes. They close at 10 & it’s up to a 25% capacity. I get here and they tell me it’s reservations only and they can’t take walk ins. First and foremost , educate your staff when it comes to answering the phone because it was a total and huge disappointment.",3/24/2021,1
